episode,timestep,reward
0,0,-697.1972754578898
1,512,-55521.337011386684
2,1024,-15788.969797331505
3,1536,-322.1179031595991
4,2048,10.2331758939847
5,2560,-1419.1471034046194
6,3072,-2412.7487101663146
7,3584,-2312.00673306257
8,4096,-410.13507291552
9,4608,-8.070951355208091
10,5120,20.329929227611565
11,5632,21.73067534366449
12,6144,24.319032685338644
13,6656,24.155834994212814
14,7168,28.9985664605471
15,7680,18.911942528247017
16,8192,21.4419119751922
17,8704,24.309346826884447
18,9216,27.102270628187277
19,9728,29.190011639708835
20,10240,22.291369195272434
21,10752,12.5913468235643
22,11264,20.545739963421536
23,11776,28.164213574453573
24,12288,28.95711941032642
25,12800,23.753119686947386
26,13312,29.390902544199257
27,13824,27.681110712026182
28,14336,31.240873094886588
29,14848,29.44778173495718
30,15360,26.383720960945052
31,15872,22.19206664417067
32,16384,11.688654445779143
33,16896,29.526990866025745
34,17408,25.851310882267498
35,17920,29.59726003989265
36,18432,28.42085639829892
37,18944,25.33887831426234
38,19456,24.61492907399538
39,19968,29.103865837194732
40,20480,31.27908777334358
41,20992,26.86143386467174
42,21504,38.157746221843155
43,22016,34.267475341401784
44,22528,30.718233429407373
45,23040,28.07270124234157
46,23552,34.275543024239916
47,24064,27.250460163111224
48,24576,30.776106708729483
49,25088,39.616446816288835
50,25600,30.785396757058923
51,26112,27.546917141145684
52,26624,37.319687958747835
53,27136,30.642823888048927
54,27648,29.722914328732852
55,28160,36.89928563742274
56,28672,35.03161566431928
57,29184,37.76327435762986
58,29696,28.798657522680806
59,30208,36.26982986498228
60,30720,31.726712075648997
61,31232,32.90166187675472
62,31744,32.569130668392674
63,32256,31.856464052666187
64,32768,28.847491125215992
65,33280,32.38480340304625
66,33792,33.30441957906808
67,34304,36.954978051341605
68,34816,31.534582482489473
69,35328,33.323049341739235
70,35840,35.60739184718715
71,36352,30.050704565411515
72,36864,42.04142261420415
73,37376,28.55332120000315
74,37888,31.711318759041315
75,38400,31.729130928111847
76,38912,34.723646945288706
77,39424,29.88495705586817
78,39936,40.041154755239546
79,40448,32.94833317981665
80,40960,40.2785734376301
81,41472,33.59775469663226
82,41984,37.76480095700955
83,42496,32.0255348067079
84,43008,36.176539458857754
85,43520,36.57362201863703
86,44032,41.650861667452006
87,44544,29.035730098539908
88,45056,31.536919956401583
89,45568,35.677055458595284
90,46080,35.13125918564439
91,46592,38.92100693363579
92,47104,41.68067931117851
93,47616,40.958672085641304
94,48128,38.657994053489816
95,48640,34.49455040908887
96,49152,41.085993594363096
97,49664,34.37011435750137
98,50176,37.47698297871692
99,50688,33.36516839563732
