episode,timestep,reward
0,0,-41522.34526544807
1,512,-620.2362439022837
2,1024,-5.973153820847933
3,1536,3.9251014955377865
4,2048,12.99975632551432
5,2560,-157.93578289984035
6,3072,-181.65923629499756
7,3584,18.342177656706728
8,4096,17.734513460337975
9,4608,20.31974657283959
10,5120,23.783956325361864
11,5632,23.842213336203432
12,6144,27.46191501967516
13,6656,-8.086913606079253
14,7168,-55.9490603056218
15,7680,-117.87826563864473
16,8192,9.405976412151531
17,8704,26.932877828893062
18,9216,28.08468408664709
19,9728,29.522562834257158
20,10240,30.02080752733452
21,10752,24.851444768208022
22,11264,28.537657252240887
23,11776,26.696947359227796
24,12288,16.403197088826204
25,12800,5.905416927506211
26,13312,-65.51789841855135
27,13824,23.796673869059713
28,14336,36.99120883158853
29,14848,37.23839241624671
30,15360,34.4332221492284
31,15872,32.218763803983755
32,16384,32.94477105679046
33,16896,38.817063139474804
34,17408,33.69022608467876
35,17920,41.150409772565546
36,18432,30.529120508332863
37,18944,33.36730983988979
38,19456,37.36038933367387
39,19968,35.99663791782262
40,20480,34.12254541205935
41,20992,38.00667253565869
42,21504,31.65539576977612
43,22016,33.93334569833706
44,22528,38.46248237556586
45,23040,38.156842340312444
46,23552,37.16201536334862
47,24064,35.442488096705425
48,24576,34.43914954376327
49,25088,42.01377000121548
50,25600,38.001646346082076
51,26112,43.12717594600848
52,26624,43.716605568978274
53,27136,33.05774542047176
54,27648,38.75386841142401
55,28160,39.232769781740465
56,28672,38.55940235523024
57,29184,34.29698642196303
58,29696,41.4555354459795
59,30208,45.58405586680824
60,30720,33.30321557004001
61,31232,42.13546985194825
62,31744,39.599298472636384
63,32256,39.48650201182172
64,32768,41.517670959712724
65,33280,44.648030681239895
66,33792,44.68203692218166
67,34304,39.72174592164802
68,34816,42.070361878988265
69,35328,41.186476398823245
70,35840,41.18838516333501
71,36352,40.349628958371724
72,36864,41.23681915835609
73,37376,44.767986291553804
74,37888,37.019343794431585
75,38400,40.58346578463571
76,38912,39.914712938008535
77,39424,38.52954085643697
78,39936,39.27220705402423
79,40448,43.30854297284414
80,40960,40.44868572409142
81,41472,38.360809879599394
82,41984,37.951773768854
83,42496,39.72633703119173
84,43008,43.8308014671413
85,43520,39.816799747848
86,44032,38.66947818065664
87,44544,49.25627455571007
88,45056,45.5352002788989
89,45568,44.424134715834185
90,46080,40.9346584640367
91,46592,41.43423485823511
92,47104,45.23241893903097
93,47616,42.776450534195455
94,48128,46.38012587871967
95,48640,42.52546003453257
96,49152,43.23588121770709
97,49664,40.082397453054426
98,50176,39.907056834296874
99,50688,39.24185801462633
