episode,timestep,reward
0,0,-48882.05219945648
1,512,-540.8449133941236
2,1024,-2.333181290110151
3,1536,-2.601718021267918
4,2048,5.737741677763549
5,2560,5.635560411012941
6,3072,7.401114372320013
7,3584,16.886746599701453
8,4096,14.9470438826086
9,4608,19.401486793669633
10,5120,-1.9944597518374803
11,5632,14.309572937460095
12,6144,23.0692528110365
13,6656,20.701574751480553
14,7168,21.74820360010274
15,7680,25.90595679262329
16,8192,23.639071369294836
17,8704,24.761648862825588
18,9216,18.735447714034187
19,9728,17.102319299084993
20,10240,24.69097807519703
21,10752,18.299371048620504
22,11264,23.374357550998727
23,11776,25.807680848067424
24,12288,19.233171619130417
25,12800,22.317019379253864
26,13312,24.742071216692185
27,13824,19.01936873377167
28,14336,27.444563275965653
29,14848,22.4335213783766
30,15360,31.03238779283025
31,15872,27.093536445368727
32,16384,22.750853488159972
33,16896,24.132473600284673
34,17408,19.009170385567906
35,17920,15.361033083464939
36,18432,22.314556936677484
37,18944,30.40920291677836
38,19456,27.72507992668256
39,19968,22.26593325999054
40,20480,23.141611786004212
41,20992,22.941242773321676
42,21504,29.116520253388245
43,22016,26.57222091862477
44,22528,24.74043476969179
45,23040,23.202323784180003
46,23552,22.89807236880243
47,24064,21.90331329947014
48,24576,25.362366969922743
49,25088,28.732786723686733
50,25600,23.59367481726155
51,26112,24.46969979470602
52,26624,22.47746372459209
53,27136,22.813811520817513
54,27648,25.880745037943072
55,28160,26.616421436070627
56,28672,25.571533621002747
57,29184,24.871846494552198
58,29696,23.80817408942277
59,30208,26.28709447268952
60,30720,28.517452168660917
61,31232,18.243036032963627
62,31744,23.265678036925195
63,32256,20.79240261927659
64,32768,26.576313950277928
65,33280,29.327662792191365
66,33792,26.59149368191968
67,34304,29.44208464008241
68,34816,29.944258866999967
69,35328,25.96618143721377
70,35840,25.058904494671175
71,36352,23.83559021830392
72,36864,23.57086811323972
73,37376,31.18775970687115
74,37888,30.72412179308961
75,38400,27.9994566971582
76,38912,23.81637824200026
77,39424,32.94675043700494
78,39936,35.56565057203681
79,40448,25.78369319911753
80,40960,29.746459836458005
81,41472,30.475978275137887
82,41984,27.794540745604245
83,42496,31.743535065805705
84,43008,24.311276070240936
85,43520,28.792918691147193
86,44032,26.312438706699005
87,44544,24.643278449501608
88,45056,32.38849352760104
89,45568,30.176440012383093
90,46080,32.8083981469344
91,46592,32.03617134161079
92,47104,32.33567911997007
93,47616,34.16644633120228
94,48128,29.52341638569424
95,48640,31.978039874106972
96,49152,37.56976583686714
97,49664,30.83872113455086
98,50176,28.141076545166644
99,50688,36.671846147206956
100,51200,37.7101015732319
101,51712,32.1683131179698
102,52224,30.304498253873586
103,52736,28.937165536460576
104,53248,28.404093685039147
105,53760,30.343235021722077
106,54272,22.852351710301953
107,54784,28.09712554042332
108,55296,29.20268855574778
109,55808,31.82222232666112
110,56320,32.0146551796019
111,56832,33.802655173778035
112,57344,28.670211953721857
113,57856,35.03866444014849
114,58368,28.72598783736523
115,58880,27.078778090442803
116,59392,34.43903192991613
117,59904,28.942675900512032
118,60416,35.67987235916828
119,60928,36.574423290849616
120,61440,35.16104863177332
121,61952,25.232794134681907
122,62464,33.990513621674275
123,62976,33.0553056720203
124,63488,22.917047228688162
125,64000,25.173022311939125
126,64512,39.796803677011475
127,65024,35.84927461042726
128,65536,35.495442786661144
129,66048,35.1379373637078
130,66560,29.34533633040183
131,67072,35.42303675685897
132,67584,27.24595895610174
133,68096,26.355110621028032
134,68608,32.06264441986362
135,69120,29.982212192334373
136,69632,27.65462471723825
137,70144,35.22421703246218
138,70656,29.967645219732866
139,71168,32.52169214291792
140,71680,32.531863434870665
141,72192,28.77215924578772
142,72704,30.549695529257693
143,73216,35.914496781964445
144,73728,34.03944746503873
145,74240,34.59011510587846
146,74752,35.8092953420997
147,75264,31.431126845738092
148,75776,28.269534673961456
149,76288,38.708541425759044
150,76800,30.621705733796638
151,77312,25.94658049796412
152,77824,37.260990104052986
153,78336,34.64626662280574
154,78848,40.284326099478605
155,79360,30.566928324757193
156,79872,33.59816524326673
157,80384,37.96013170168734
158,80896,34.79798343152344
159,81408,30.062213801024377
160,81920,43.61416295300241
161,82432,31.40083491134189
162,82944,37.98673497850743
163,83456,32.80555957863327
164,83968,33.234698799241386
165,84480,43.703704583998764
166,84992,30.359929535101525
167,85504,32.26785531941808
168,86016,29.390038019090476
169,86528,30.365071149787497
170,87040,32.198019307694395
171,87552,35.11841087037448
172,88064,29.602467982791982
173,88576,33.40470575389614
174,89088,35.36337078381564
175,89600,32.77326212387637
176,90112,33.03639952091086
177,90624,32.02184745713899
178,91136,32.723276048362344
179,91648,38.00302222723927
180,92160,35.36610204377224
181,92672,33.03030239677626
182,93184,41.627127617913104
183,93696,27.730070549585925
184,94208,33.99334112622606
185,94720,34.72878870146407
186,95232,38.89756634707853
187,95744,32.631030360478114
188,96256,34.447232168853745
189,96768,31.7734890499198
190,97280,36.873565177870645
191,97792,39.39833426654511
192,98304,32.25527725863842
193,98816,38.457370905363014
194,99328,30.237976652477368
195,99840,34.830268081261494
196,100352,30.671405220294982
197,100864,36.22834589223907
198,101376,34.16851748318408
199,101888,26.86569963780484
