interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,market,location_short_name,location_type,lmp
2022-02-02T10:05:00-05:00,2022-02-02 15:05:00+00:00,2022-02-02T10:10:00-05:00,2022-02-02 15:10:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,10.561257
2022-02-02T10:10:00-05:00,2022-02-02 15:10:00+00:00,2022-02-02T10:15:00-05:00,2022-02-02 15:15:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,10.619838
2022-02-02T10:15:00-05:00,2022-02-02 15:15:00+00:00,2022-02-02T10:20:00-05:00,2022-02-02 15:20:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,41.176068
2022-02-02T10:20:00-05:00,2022-02-02 15:20:00+00:00,2022-02-02T10:25:00-05:00,2022-02-02 15:25:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,40.184104
2022-02-02T10:25:00-05:00,2022-02-02 15:25:00+00:00,2022-02-02T10:30:00-05:00,2022-02-02 15:30:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,35.650015
2022-02-02T10:30:00-05:00,2022-02-02 15:30:00+00:00,2022-02-02T10:35:00-05:00,2022-02-02 15:35:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,33.570447
2022-02-02T10:35:00-05:00,2022-02-02 15:35:00+00:00,2022-02-02T10:40:00-05:00,2022-02-02 15:40:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,35.598994
2022-02-02T10:40:00-05:00,2022-02-02 15:40:00+00:00,2022-02-02T10:45:00-05:00,2022-02-02 15:45:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,7.914027
2022-02-02T10:45:00-05:00,2022-02-02 15:45:00+00:00,2022-02-02T10:50:00-05:00,2022-02-02 15:50:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,30.033018
2022-02-02T10:50:00-05:00,2022-02-02 15:50:00+00:00,2022-02-02T10:55:00-05:00,2022-02-02 15:55:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,32.17595
2022-02-02T10:55:00-05:00,2022-02-02 15:55:00+00:00,2022-02-02T11:00:00-05:00,2022-02-02 16:00:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,37.349073
2022-02-02T11:00:00-05:00,2022-02-02 16:00:00+00:00,2022-02-02T11:05:00-05:00,2022-02-02 16:05:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,37.510395
2022-02-02T11:05:00-05:00,2022-02-02 16:05:00+00:00,2022-02-02T11:10:00-05:00,2022-02-02 16:10:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,36.748015
2022-02-02T11:10:00-05:00,2022-02-02 16:10:00+00:00,2022-02-02T11:15:00-05:00,2022-02-02 16:15:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,37.95588
2022-02-02T11:15:00-05:00,2022-02-02 16:15:00+00:00,2022-02-02T11:20:00-05:00,2022-02-02 16:20:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.646425
2022-02-02T11:20:00-05:00,2022-02-02 16:20:00+00:00,2022-02-02T11:25:00-05:00,2022-02-02 16:25:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.519151
2022-02-02T11:25:00-05:00,2022-02-02 16:25:00+00:00,2022-02-02T11:30:00-05:00,2022-02-02 16:30:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,39.203957
2022-02-02T11:30:00-05:00,2022-02-02 16:30:00+00:00,2022-02-02T11:35:00-05:00,2022-02-02 16:35:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,39.520203
2022-02-02T11:35:00-05:00,2022-02-02 16:35:00+00:00,2022-02-02T11:40:00-05:00,2022-02-02 16:40:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.871566
2022-02-02T11:40:00-05:00,2022-02-02 16:40:00+00:00,2022-02-02T11:45:00-05:00,2022-02-02 16:45:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,37.573112
2022-02-02T11:45:00-05:00,2022-02-02 16:45:00+00:00,2022-02-02T11:50:00-05:00,2022-02-02 16:50:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,37.885885
2022-02-02T11:50:00-05:00,2022-02-02 16:50:00+00:00,2022-02-02T11:55:00-05:00,2022-02-02 16:55:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,37.610526
2022-02-02T11:55:00-05:00,2022-02-02 16:55:00+00:00,2022-02-02T12:00:00-05:00,2022-02-02 17:00:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.820762
2022-02-02T12:00:00-05:00,2022-02-02 17:00:00+00:00,2022-02-02T12:05:00-05:00,2022-02-02 17:05:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.533906
2022-02-02T12:05:00-05:00,2022-02-02 17:05:00+00:00,2022-02-02T12:10:00-05:00,2022-02-02 17:10:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.384078
2022-02-02T12:10:00-05:00,2022-02-02 17:10:00+00:00,2022-02-02T12:15:00-05:00,2022-02-02 17:15:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,37.980589
2022-02-02T12:15:00-05:00,2022-02-02 17:15:00+00:00,2022-02-02T12:20:00-05:00,2022-02-02 17:20:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.865014
2022-02-02T12:20:00-05:00,2022-02-02 17:20:00+00:00,2022-02-02T12:25:00-05:00,2022-02-02 17:25:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.977263
2022-02-02T12:25:00-05:00,2022-02-02 17:25:00+00:00,2022-02-02T12:30:00-05:00,2022-02-02 17:30:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.30548
2022-02-02T12:30:00-05:00,2022-02-02 17:30:00+00:00,2022-02-02T12:35:00-05:00,2022-02-02 17:35:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,32.159164
2022-02-02T12:35:00-05:00,2022-02-02 17:35:00+00:00,2022-02-02T12:40:00-05:00,2022-02-02 17:40:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,36.316173
2022-02-02T12:40:00-05:00,2022-02-02 17:40:00+00:00,2022-02-02T12:45:00-05:00,2022-02-02 17:45:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.062146
2022-02-02T12:45:00-05:00,2022-02-02 17:45:00+00:00,2022-02-02T12:50:00-05:00,2022-02-02 17:50:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.259225
2022-02-02T12:50:00-05:00,2022-02-02 17:50:00+00:00,2022-02-02T12:55:00-05:00,2022-02-02 17:55:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.35128
2022-02-02T12:55:00-05:00,2022-02-02 17:55:00+00:00,2022-02-02T13:00:00-05:00,2022-02-02 18:00:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,39.375103
2022-02-02T13:00:00-05:00,2022-02-02 18:00:00+00:00,2022-02-02T13:05:00-05:00,2022-02-02 18:05:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,39.599839
2022-02-02T13:05:00-05:00,2022-02-02 18:05:00+00:00,2022-02-02T13:10:00-05:00,2022-02-02 18:10:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.262784
2022-02-02T13:10:00-05:00,2022-02-02 18:10:00+00:00,2022-02-02T13:15:00-05:00,2022-02-02 18:15:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,39.299537
2022-02-02T13:15:00-05:00,2022-02-02 18:15:00+00:00,2022-02-02T13:20:00-05:00,2022-02-02 18:20:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,37.167079
2022-02-02T13:20:00-05:00,2022-02-02 18:20:00+00:00,2022-02-02T13:25:00-05:00,2022-02-02 18:25:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,39.720798
2022-02-02T13:25:00-05:00,2022-02-02 18:25:00+00:00,2022-02-02T13:30:00-05:00,2022-02-02 18:30:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,36.884601
2022-02-02T13:30:00-05:00,2022-02-02 18:30:00+00:00,2022-02-02T13:35:00-05:00,2022-02-02 18:35:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,35.210039
2022-02-02T13:35:00-05:00,2022-02-02 18:35:00+00:00,2022-02-02T13:40:00-05:00,2022-02-02 18:40:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,39.091867
2022-02-02T13:40:00-05:00,2022-02-02 18:40:00+00:00,2022-02-02T13:45:00-05:00,2022-02-02 18:45:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.380152
2022-02-02T13:45:00-05:00,2022-02-02 18:45:00+00:00,2022-02-02T13:50:00-05:00,2022-02-02 18:50:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,37.696787
2022-02-02T13:50:00-05:00,2022-02-02 18:50:00+00:00,2022-02-02T13:55:00-05:00,2022-02-02 18:55:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.645585
2022-02-02T13:55:00-05:00,2022-02-02 18:55:00+00:00,2022-02-02T14:00:00-05:00,2022-02-02 19:00:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,40.240404
2022-02-02T14:00:00-05:00,2022-02-02 19:00:00+00:00,2022-02-02T14:05:00-05:00,2022-02-02 19:05:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,39.199729
2022-02-02T14:05:00-05:00,2022-02-02 19:05:00+00:00,2022-02-02T14:10:00-05:00,2022-02-02 19:10:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,19.380959
2022-02-02T14:10:00-05:00,2022-02-02 19:10:00+00:00,2022-02-02T14:15:00-05:00,2022-02-02 19:15:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,36.22076
2022-02-02T14:15:00-05:00,2022-02-02 19:15:00+00:00,2022-02-02T14:20:00-05:00,2022-02-02 19:20:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.455851
2022-02-02T14:20:00-05:00,2022-02-02 19:20:00+00:00,2022-02-02T14:25:00-05:00,2022-02-02 19:25:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.137294
2022-02-02T14:25:00-05:00,2022-02-02 19:25:00+00:00,2022-02-02T14:30:00-05:00,2022-02-02 19:30:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.687689
2022-02-02T14:30:00-05:00,2022-02-02 19:30:00+00:00,2022-02-02T14:35:00-05:00,2022-02-02 19:35:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.948738
2022-02-02T14:35:00-05:00,2022-02-02 19:35:00+00:00,2022-02-02T14:40:00-05:00,2022-02-02 19:40:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.276962
2022-02-02T14:40:00-05:00,2022-02-02 19:40:00+00:00,2022-02-02T14:45:00-05:00,2022-02-02 19:45:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.467536
2022-02-02T14:45:00-05:00,2022-02-02 19:45:00+00:00,2022-02-02T14:50:00-05:00,2022-02-02 19:50:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.362544
2022-02-02T14:50:00-05:00,2022-02-02 19:50:00+00:00,2022-02-02T14:55:00-05:00,2022-02-02 19:55:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,38.718329
2022-02-02T14:55:00-05:00,2022-02-02 19:55:00+00:00,2022-02-02T15:00:00-05:00,2022-02-02 20:00:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,39.278557
2022-02-02T15:00:00-05:00,2022-02-02 20:00:00+00:00,2022-02-02T15:05:00-05:00,2022-02-02 20:05:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,39.45871
2022-02-02T15:05:00-05:00,2022-02-02 20:05:00+00:00,2022-02-02T15:10:00-05:00,2022-02-02 20:10:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,40.426345
2022-02-02T15:10:00-05:00,2022-02-02 20:10:00+00:00,2022-02-02T15:15:00-05:00,2022-02-02 20:15:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,40.295442
2022-02-02T15:15:00-05:00,2022-02-02 20:15:00+00:00,2022-02-02T15:20:00-05:00,2022-02-02 20:20:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,41.815226
2022-02-02T15:20:00-05:00,2022-02-02 20:20:00+00:00,2022-02-02T15:25:00-05:00,2022-02-02 20:25:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,41.146568
2022-02-02T15:25:00-05:00,2022-02-02 20:25:00+00:00,2022-02-02T15:30:00-05:00,2022-02-02 20:30:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,40.139517
2022-02-02T15:30:00-05:00,2022-02-02 20:30:00+00:00,2022-02-02T15:35:00-05:00,2022-02-02 20:35:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,40.715817
2022-02-02T15:35:00-05:00,2022-02-02 20:35:00+00:00,2022-02-02T15:40:00-05:00,2022-02-02 20:40:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,39.708807
2022-02-02T15:40:00-05:00,2022-02-02 20:40:00+00:00,2022-02-02T15:45:00-05:00,2022-02-02 20:45:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,41.038382
2022-02-02T15:45:00-05:00,2022-02-02 20:45:00+00:00,2022-02-02T15:50:00-05:00,2022-02-02 20:50:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,41.038382
2022-02-02T15:50:00-05:00,2022-02-02 20:50:00+00:00,2022-02-02T15:55:00-05:00,2022-02-02 20:55:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,41.038382
2022-02-02T15:55:00-05:00,2022-02-02 20:55:00+00:00,2022-02-02T16:00:00-05:00,2022-02-02 21:00:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,41.038382
2022-02-02T16:00:00-05:00,2022-02-02 21:00:00+00:00,2022-02-02T16:05:00-05:00,2022-02-02 21:05:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,41.030987
2022-02-02T16:05:00-05:00,2022-02-02 21:05:00+00:00,2022-02-02T16:10:00-05:00,2022-02-02 21:10:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,2.613637
2022-02-02T16:10:00-05:00,2022-02-02 21:10:00+00:00,2022-02-02T16:15:00-05:00,2022-02-02 21:15:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,37.431637
2022-02-02T16:15:00-05:00,2022-02-02 21:15:00+00:00,2022-02-02T16:20:00-05:00,2022-02-02 21:20:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,29.533768
2022-02-02T16:20:00-05:00,2022-02-02 21:20:00+00:00,2022-02-02T16:25:00-05:00,2022-02-02 21:25:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,27.264923
2022-02-02T16:25:00-05:00,2022-02-02 21:25:00+00:00,2022-02-02T16:30:00-05:00,2022-02-02 21:30:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,22.431847
2022-02-02T16:30:00-05:00,2022-02-02 21:30:00+00:00,2022-02-02T16:35:00-05:00,2022-02-02 21:35:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,36.057288
2022-02-02T16:35:00-05:00,2022-02-02 21:35:00+00:00,2022-02-02T16:40:00-05:00,2022-02-02 21:40:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,40.966931
2022-02-02T16:40:00-05:00,2022-02-02 21:40:00+00:00,2022-02-02T16:45:00-05:00,2022-02-02 21:45:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,30.647694
2022-02-02T16:45:00-05:00,2022-02-02 21:45:00+00:00,2022-02-02T16:50:00-05:00,2022-02-02 21:50:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,28.000742
2022-02-02T16:50:00-05:00,2022-02-02 21:50:00+00:00,2022-02-02T16:55:00-05:00,2022-02-02 21:55:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,27.891603
2022-02-02T16:55:00-05:00,2022-02-02 21:55:00+00:00,2022-02-02T17:00:00-05:00,2022-02-02 22:00:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,41.106946
2022-02-02T17:00:00-05:00,2022-02-02 22:00:00+00:00,2022-02-02T17:05:00-05:00,2022-02-02 22:05:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,36.74737
2022-02-02T17:05:00-05:00,2022-02-02 22:05:00+00:00,2022-02-02T17:10:00-05:00,2022-02-02 22:10:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,39.031665
2022-02-02T17:10:00-05:00,2022-02-02 22:10:00+00:00,2022-02-02T17:15:00-05:00,2022-02-02 22:15:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,37.295018
2022-02-02T17:15:00-05:00,2022-02-02 22:15:00+00:00,2022-02-02T17:20:00-05:00,2022-02-02 22:20:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,40.973581
2022-02-02T17:20:00-05:00,2022-02-02 22:20:00+00:00,2022-02-02T17:25:00-05:00,2022-02-02 22:25:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,40.776863
2022-02-02T17:25:00-05:00,2022-02-02 22:25:00+00:00,2022-02-02T17:30:00-05:00,2022-02-02 22:30:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,28.41275
2022-02-02T17:30:00-05:00,2022-02-02 22:30:00+00:00,2022-02-02T17:35:00-05:00,2022-02-02 22:35:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,18.162617
2022-02-02T17:35:00-05:00,2022-02-02 22:35:00+00:00,2022-02-02T17:40:00-05:00,2022-02-02 22:40:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,41.613817
2022-02-02T17:40:00-05:00,2022-02-02 22:40:00+00:00,2022-02-02T17:45:00-05:00,2022-02-02 22:45:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,47.268179
2022-02-02T17:45:00-05:00,2022-02-02 22:45:00+00:00,2022-02-02T17:50:00-05:00,2022-02-02 22:50:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,47.061633
2022-02-02T17:50:00-05:00,2022-02-02 22:50:00+00:00,2022-02-02T17:55:00-05:00,2022-02-02 22:55:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,46.932027
2022-02-02T17:55:00-05:00,2022-02-02 22:55:00+00:00,2022-02-02T18:00:00-05:00,2022-02-02 23:00:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,48.002791
2022-02-02T18:00:00-05:00,2022-02-02 23:00:00+00:00,2022-02-02T18:05:00-05:00,2022-02-02 23:05:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,47.874322
2022-02-02T18:05:00-05:00,2022-02-02 23:05:00+00:00,2022-02-02T18:10:00-05:00,2022-02-02 23:10:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,43.167297
2022-02-02T18:10:00-05:00,2022-02-02 23:10:00+00:00,2022-02-02T18:15:00-05:00,2022-02-02 23:15:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,42.941382
2022-02-02T18:15:00-05:00,2022-02-02 23:15:00+00:00,2022-02-02T18:20:00-05:00,2022-02-02 23:20:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,43.229773
2022-02-02T18:20:00-05:00,2022-02-02 23:20:00+00:00,2022-02-02T18:25:00-05:00,2022-02-02 23:25:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,54.4665
2022-02-02T18:25:00-05:00,2022-02-02 23:25:00+00:00,2022-02-02T18:30:00-05:00,2022-02-02 23:30:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,45.927143
2022-02-02T18:30:00-05:00,2022-02-02 23:30:00+00:00,2022-02-02T18:35:00-05:00,2022-02-02 23:35:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,43.134342
2022-02-02T18:35:00-05:00,2022-02-02 23:35:00+00:00,2022-02-02T18:40:00-05:00,2022-02-02 23:40:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,44.053895
2022-02-02T18:40:00-05:00,2022-02-02 23:40:00+00:00,2022-02-02T18:45:00-05:00,2022-02-02 23:45:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,42.827625
2022-02-02T18:45:00-05:00,2022-02-02 23:45:00+00:00,2022-02-02T18:50:00-05:00,2022-02-02 23:50:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,44.516375
2022-02-02T18:50:00-05:00,2022-02-02 23:50:00+00:00,2022-02-02T18:55:00-05:00,2022-02-02 23:55:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,43.54214
2022-02-02T18:55:00-05:00,2022-02-02 23:55:00+00:00,2022-02-02T19:00:00-05:00,2022-02-03 00:00:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,43.613345
2022-02-02T19:00:00-05:00,2022-02-03 00:00:00+00:00,2022-02-02T19:05:00-05:00,2022-02-03 00:05:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,44.28168
2022-02-02T19:05:00-05:00,2022-02-03 00:05:00+00:00,2022-02-02T19:10:00-05:00,2022-02-03 00:10:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,43.639307
2022-02-02T19:10:00-05:00,2022-02-03 00:10:00+00:00,2022-02-02T19:15:00-05:00,2022-02-03 00:15:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,44.444051
2022-02-02T19:15:00-05:00,2022-02-03 00:15:00+00:00,2022-02-02T19:20:00-05:00,2022-02-03 00:20:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,43.565413
2022-02-02T19:20:00-05:00,2022-02-03 00:20:00+00:00,2022-02-02T19:25:00-05:00,2022-02-03 00:25:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,43.518593
2022-02-02T19:25:00-05:00,2022-02-03 00:25:00+00:00,2022-02-02T19:30:00-05:00,2022-02-03 00:30:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,42.392259
2022-02-02T19:30:00-05:00,2022-02-03 00:30:00+00:00,2022-02-02T19:35:00-05:00,2022-02-03 00:35:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,42.810208
2022-02-02T19:35:00-05:00,2022-02-03 00:35:00+00:00,2022-02-02T19:40:00-05:00,2022-02-03 00:40:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,44.375561
2022-02-02T19:40:00-05:00,2022-02-03 00:40:00+00:00,2022-02-02T19:45:00-05:00,2022-02-03 00:45:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,43.528202
2022-02-02T19:45:00-05:00,2022-02-03 00:45:00+00:00,2022-02-02T19:50:00-05:00,2022-02-03 00:50:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,43.164389
2022-02-02T19:50:00-05:00,2022-02-03 00:50:00+00:00,2022-02-02T19:55:00-05:00,2022-02-03 00:55:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,43.681101
2022-02-02T19:55:00-05:00,2022-02-03 00:55:00+00:00,2022-02-02T20:00:00-05:00,2022-02-03 01:00:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,42.996546
2022-02-02T20:00:00-05:00,2022-02-03 01:00:00+00:00,2022-02-02T20:05:00-05:00,2022-02-03 01:05:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,43.099308
2022-02-02T20:05:00-05:00,2022-02-03 01:05:00+00:00,2022-02-02T20:10:00-05:00,2022-02-03 01:10:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,43.10472
2022-02-02T20:10:00-05:00,2022-02-03 01:10:00+00:00,2022-02-02T20:15:00-05:00,2022-02-03 01:15:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,43.796931
2022-02-02T20:15:00-05:00,2022-02-03 01:15:00+00:00,2022-02-02T20:20:00-05:00,2022-02-03 01:20:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,42.949949
2022-02-02T20:20:00-05:00,2022-02-03 01:20:00+00:00,2022-02-02T20:25:00-05:00,2022-02-03 01:25:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,43.57185
2022-02-02T20:25:00-05:00,2022-02-03 01:25:00+00:00,2022-02-02T20:30:00-05:00,2022-02-03 01:30:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,43.205708
2022-02-02T20:30:00-05:00,2022-02-03 01:30:00+00:00,2022-02-02T20:35:00-05:00,2022-02-03 01:35:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,42.96203
2022-02-02T20:35:00-05:00,2022-02-03 01:35:00+00:00,2022-02-02T20:40:00-05:00,2022-02-03 01:40:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,42.349833
2022-02-02T20:40:00-05:00,2022-02-03 01:40:00+00:00,2022-02-02T20:45:00-05:00,2022-02-03 01:45:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,42.375484
2022-02-02T20:45:00-05:00,2022-02-03 01:45:00+00:00,2022-02-02T20:50:00-05:00,2022-02-03 01:50:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,43.003959
2022-02-02T20:50:00-05:00,2022-02-03 01:50:00+00:00,2022-02-02T20:55:00-05:00,2022-02-03 01:55:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,42.731469
2022-02-02T20:55:00-05:00,2022-02-03 01:55:00+00:00,2022-02-02T21:00:00-05:00,2022-02-03 02:00:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,41.870339
2022-02-02T21:00:00-05:00,2022-02-03 02:00:00+00:00,2022-02-02T21:05:00-05:00,2022-02-03 02:05:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,42.531434
2022-02-02T21:05:00-05:00,2022-02-03 02:05:00+00:00,2022-02-02T21:10:00-05:00,2022-02-03 02:10:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,42.993423
2022-02-02T21:10:00-05:00,2022-02-03 02:10:00+00:00,2022-02-02T21:15:00-05:00,2022-02-03 02:15:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,42.955247
2022-02-02T21:15:00-05:00,2022-02-03 02:15:00+00:00,2022-02-02T21:20:00-05:00,2022-02-03 02:20:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,42.82452
2022-02-02T21:20:00-05:00,2022-02-03 02:20:00+00:00,2022-02-02T21:25:00-05:00,2022-02-03 02:25:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,42.860007
2022-02-02T21:25:00-05:00,2022-02-03 02:25:00+00:00,2022-02-02T21:30:00-05:00,2022-02-03 02:30:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,42.573229
2022-02-02T21:30:00-05:00,2022-02-03 02:30:00+00:00,2022-02-02T21:35:00-05:00,2022-02-03 02:35:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,42.267839
2022-02-02T21:35:00-05:00,2022-02-03 02:35:00+00:00,2022-02-02T21:40:00-05:00,2022-02-03 02:40:00+00:00,AECO,REAL_TIME_5_MIN,AECO,ZONE,42.109204
